Date, USD, JPY, BGN, CZK, DKK, GBP, HUF, PLN, RON, SEK, CHF, ISK, NOK, HRK, RUB, TRY, AUD, BRL, CAD, CNY, HKD, IDR, ILS, INR, KRW, MXN, MYR, NZD, PHP, SGD, THB, ZAR, 
13 December 2021, 1.1278, 128.19, 1.9558, 25.401, 7.4362, 0.85158, 367.07, 4.6221, 4.9494, 10.2310, 1.0418, 148.00, 10.1598, 7.5210, 82.8238, 16.0525, 1.5795, 6.3190, 1.4388, 7.1777, 8.7967, 16155.54, 3.5040, 85.4225, 1333.60, 23.5354, 4.7678, 1.6651, 56.731, 1.5420, 37.612, 17.9694, 
